ID Transaksi,Tanggal,Bulan,Tahun,Usia Pembeli,Gender,Berat Barang (gr),Berapa Kali Transaksi,Waktu Pengiriman (Hari),Ongkos Kirim
9301,24,3,2023,24,P,746,18,6,20000
2909,17,11,2024,70,P,692,16,14,40000
555,21,10,2024,72,L,571,13,1,40000
8316,15,12,2024,54,L,337,12,7,10000
9499,30,3,2022,59,L,810,4,5,40000
6505,9,11,2023,29,L,376,14,10,50000
4722,12,7,2022,45,L,488,5,4,30000
287,17,10,2022,27,L,247,4,13,10000
9566,20,2,2023,40,L,93,9,7,50000
3697,12,2,2023,23,P,479,14,6,10000
6559,22,10,2022,41,L,344,15,5,20000
7517,24,8,2024,31,P,320,7,7,40000
4542,7,4,2024,59,L,823,1,13,50000
6773,21,3,2023,31,P,857,7,2,20000
9581,11,3,2022,67,L,76,16,8,50000
8999,20,5,2024,69,P,649,17,5,30000
2777,20,5,2022,49,P,409,12,7,30000
2960,6,11,2023,29,L,692,10,1,20000
6973,13,4,2023,29,P,107,7,12,10000
3955,2,6,2023,58,L,923,2,5,50000
5998,13,8,2024,70,P,961,6,1,10000
2379,30,10,2023,69,L,608,4,8,50000
2370,6,6,2023,58,L,899,1,11,30000
3510,13,1,2022,57,L,976,6,10,40000
7695,7,10,2024,40,P,312,18,7,10000
5315,4,1,2023,55,P,19,8,14,40000
6424,22,11,2023,53,L,126,1,4,10000
7493,22,8,2022,23,P,47,1,5,30000
1527,4,4,2023,57,L,931,5,13,10000
3017,24,8,2023,45,L,185,15,11,50000
9917,18,3,2023,73,L,483,7,5,40000
6144,15,4,2022,39,P,470,2,2,50000
5664,25,6,2024,75,P,697,19,3,10000
1484,18,12,2022,40,P,169,20,13,30000
3965,16,1,2024,45,P,570,7,6,10000
1487,20,7,2022,63,L,615,5,3,50000
5477,31,5,2024,61,L,911,18,10,10000
4863,27,8,2023,75,P,582,4,11,40000
8141,3,7,2024,31,L,143,4,3,40000
5417,13,9,2022,42,P,56,12,5,50000
2010,12,7,2022,23,P,996,5,10,40000
6117,11,10,2023,74,P,604,7,9,50000
9603,7,9,2023,58,L,794,14,6,40000
7078,17,6,2023,67,P,570,1,12,30000
6990,20,5,2023,32,L,439,12,10,50000
3771,20,2,2023,59,P,519,4,5,10000
2486,5,1,2022,28,L,975,9,12,20000
3757,9,9,2023,77,L,724,3,5,30000
4847,15,9,2024,48,P,530,18,5,20000
167,5,3,2023,27,P,801,7,5,30000
353,19,12,2022,49,L,445,14,7,10000
5297,23,10,2024,43,L,423,17,3,50000
1387,24,11,2023,27,L,459,16,14,40000
9833,12,4,2022,31,P,258,17,11,50000
459,24,11,2023,79,P,665,18,5,10000
1869,27,12,2023,42,P,597,1,14,50000
7717,29,12,2023,71,L,58,4,9,10000
5942,16,10,2023,53,P,143,16,7,20000
3577,2,4,2024,28,P,725,1,9,50000
577,11,12,2024,65,L,429,14,9,20000
7198,20,10,2023,36,P,877,13,7,50000
4008,26,5,2022,60,L,697,20,8,20000
9180,10,11,2024,48,L,812,16,7,30000
4165,26,4,2022,66,P,444,15,3,40000
4075,23,1,2024,55,P,766,7,12,10000
1638,19,5,2023,69,P,6,9,13,40000
1632,6,6,2024,50,P,791,20,6,20000
3938,3,8,2023,28,L,757,7,1,30000
6784,4,10,2023,48,P,896,9,2,30000
9187,9,2,2023,80,L,243,6,5,20000
7792,1,10,2024,56,P,750,5,10,40000
9203,12,11,2023,70,P,478,3,5,30000
5614,31,1,2023,77,L,988,19,7,30000
2596,5,7,2024,27,L,472,13,10,50000
8326,9,10,2023,53,P,453,1,9,40000
9774,26,4,2024,23,L,731,4,5,50000
7863,12,3,2022,59,P,245,17,13,50000
8157,26,10,2024,46,P,579,4,10,30000
4104,8,11,2024,21,P,475,20,8,10000
2982,11,2,2022,63,P,411,9,6,50000
7021,29,5,2022,75,P,307,19,12,20000
4654,10,2,2023,60,P,864,10,2,40000
5425,18,7,2024,60,L,935,19,9,50000
7951,20,9,2023,75,L,183,17,2,30000
2642,29,5,2022,54,L,101,9,11,20000
3047,12,4,2024,24,P,136,20,13,10000
5247,9,4,2022,55,L,727,14,9,10000
2016,14,3,2022,45,L,793,7,11,20000
4074,22,8,2023,66,L,508,18,1,10000
3353,23,9,2022,41,P,237,11,3,20000
7639,19,6,2023,38,P,691,6,1,30000
2048,26,9,2022,65,P,373,11,4,30000
7681,12,5,2022,77,L,928,6,8,40000
359,21,7,2023,41,L,467,4,12,40000
4224,1,3,2023,51,P,627,16,5,10000
4002,3,1,2024,36,P,860,17,6,10000
7122,30,2,2022,76,L,633,1,4,40000
2561,25,3,2023,52,P,555,16,12,40000
7143,11,8,2023,33,P,95,11,4,40000
7434,22,5,2022,29,P,594,15,14,30000
8443,22,2,2022,43,P,834,8,5,10000
7595,13,12,2024,51,P,554,14,3,50000
9713,24,10,2022,41,P,299,7,1,10000
584,28,11,2023,74,L,916,16,4,20000
5500,14,4,2023,64,P,138,15,6,50000
2761,14,5,2022,44,P,841,7,8,40000
3956,4,2,2022,25,L,740,13,1,10000
2030,30,8,2023,54,L,364,20,11,30000
7359,9,8,2024,59,P,396,2,10,50000
4772,22,10,2022,43,L,59,8,6,20000
9036,30,3,2024,64,L,215,1,12,20000
1759,24,5,2022,51,L,672,19,11,40000
6979,2,9,2024,80,P,170,12,9,10000
5559,13,4,2024,69,P,699,20,5,50000
8010,18,10,2023,54,P,174,18,10,50000
1990,13,5,2024,53,P,477,3,10,20000
9854,3,10,2022,61,P,425,15,14,40000
5652,31,5,2023,70,P,129,17,12,20000
1338,3,2,2023,73,P,851,6,12,40000
1762,6,10,2023,52,P,825,11,13,10000
891,1,5,2022,47,L,732,17,12,10000
304,3,10,2024,21,L,981,3,3,50000
897,3,11,2022,80,P,272,17,11,40000
3328,5,10,2022,46,L,270,2,13,50000
187,11,6,2024,80,P,72,18,9,40000
5307,6,12,2022,50,L,910,5,1,40000
9743,13,8,2022,33,L,641,3,2,50000
1248,15,8,2022,76,P,631,3,1,40000
6625,18,8,2023,58,L,804,8,11,10000
8751,19,7,2023,76,P,876,8,4,10000
2294,10,6,2024,40,P,955,5,3,20000
6588,12,3,2024,64,P,406,13,4,30000
9688,30,12,2024,37,L,526,12,1,40000
2198,12,10,2023,65,P,539,1,2,10000
1724,12,3,2022,25,P,757,14,13,30000
3823,7,5,2024,26,P,487,4,11,10000
7839,11,8,2024,27,L,505,2,3,40000
8389,16,1,2023,60,L,631,6,1,10000
9396,1,5,2024,25,L,675,5,11,20000
14,1,4,2024,60,L,867,6,5,20000
881,9,4,2023,64,L,420,4,14,20000
2724,4,6,2022,79,P,797,10,8,10000
7939,21,11,2024,30,L,577,7,7,30000
5289,28,10,2022,53,L,972,14,4,30000
5738,31,12,2022,37,P,109,12,3,10000
1003,18,2,2024,36,L,569,17,10,30000
1779,17,3,2022,31,L,252,19,14,30000
3203,24,3,2024,60,P,65,3,7,10000
3719,7,6,2024,44,P,433,2,2,40000
6971,5,5,2024,28,P,676,15,4,30000
5631,19,2,2024,37,L,958,5,3,30000
7051,15,2,2022,26,L,814,2,7,20000
6920,22,9,2023,43,P,719,10,4,30000
9630,8,12,2024,24,P,271,15,7,30000
2874,9,11,2023,44,P,435,5,11,40000
5335,30,3,2023,62,L,143,19,8,10000
3455,12,10,2022,67,L,432,14,3,50000
6379,3,5,2023,32,P,930,12,12,20000
6526,11,1,2023,70,P,455,3,2,40000
485,5,3,2024,69,P,539,20,11,40000
6849,16,8,2024,59,L,817,20,6,20000
8828,1,10,2024,73,L,665,1,14,10000
5203,28,5,2024,67,P,187,17,6,20000
9957,28,8,2023,74,L,462,15,9,10000
3987,25,3,2023,35,P,435,18,8,50000
4788,8,9,2022,63,L,867,2,14,50000
520,14,10,2022,60,L,177,10,8,30000
1884,14,7,2023,24,P,813,4,11,50000
4201,11,6,2024,70,P,242,8,10,40000
7661,10,3,2022,29,L,76,20,2,10000
2759,27,4,2022,57,P,379,2,3,50000
5001,5,8,2022,55,P,758,17,7,40000
9064,29,10,2022,26,L,223,14,8,40000
8513,21,1,2022,29,L,745,14,13,30000
8778,17,12,2023,60,P,862,13,14,30000
5327,3,9,2023,77,L,521,4,3,40000
2728,4,2,2024,32,P,833,11,8,40000
5916,15,10,2024,35,L,685,11,14,30000
4650,23,1,2024,66,P,624,19,13,10000
2225,1,3,2023,30,L,204,12,1,20000
4290,1,2,2023,75,L,498,11,7,10000
1905,25,8,2022,74,L,961,2,7,40000
6995,29,12,2023,68,L,755,17,3,20000
9390,23,1,2024,72,P,419,5,12,40000
3562,20,4,2024,53,L,340,14,8,40000
7710,27,10,2023,37,L,153,16,5,40000
284,17,10,2024,54,P,35,12,13,50000
1981,17,8,2024,47,L,104,17,4,10000
8405,17,1,2023,48,L,515,20,6,10000
6769,30,12,2022,21,L,629,2,14,40000
7,11,11,2023,57,L,130,5,9,40000
8749,2,11,2024,73,P,120,17,12,30000
5143,11,1,2024,61,P,936,11,14,20000
1046,6,10,2022,76,L,990,17,8,30000
7019,7,5,2022,31,L,193,7,1,20000
1695,23,4,2024,27,P,500,16,3,20000
4398,31,6,2023,43,P,469,10,7,30000
7752,9,8,2024,27,L,389,10,3,30000
9898,15,3,2024,60,P,548,1,6,20000
9301,18,10,2024,35,L,815,6,8,20000
101,19,6,2022,76,P,134,17,14,10000
3944,10,10,2024,68,P,476,1,1,10000
916,15,11,2023,48,P,717,4,9,30000
440,7,9,2024,63,L,678,6,1,10000
7680,21,1,2022,37,L,775,15,10,30000
918,21,8,2023,40,L,151,6,8,50000
7490,4,11,2023,40,L,486,19,14,50000
6315,25,4,2023,61,P,455,8,5,40000
7793,12,7,2023,43,P,537,4,8,40000
5848,25,4,2023,69,L,807,1,10,20000
8616,23,11,2024,34,L,498,20,10,40000
1861,8,7,2024,51,P,951,3,1,10000
5519,20,11,2022,42,L,385,5,8,10000
1362,28,10,2023,23,L,129,9,7,50000
3182,19,12,2024,66,L,98,14,6,30000
5642,20,7,2024,62,L,117,9,1,30000
9691,10,8,2023,44,L,854,1,11,10000
5916,13,10,2022,73,P,739,9,6,30000
9992,14,10,2022,34,L,218,13,2,40000
2578,1,7,2022,43,P,327,11,1,40000
1924,18,6,2022,35,P,975,10,12,50000
7671,9,5,2023,60,L,506,19,3,40000
8433,27,5,2023,31,P,63,9,5,50000
9895,18,11,2024,78,P,742,8,9,50000
4376,23,11,2022,61,L,29,10,10,40000
3017,19,9,2022,61,P,248,16,6,30000
8757,20,2,2024,75,L,699,18,5,30000
3877,31,8,2024,52,P,249,2,11,10000
5181,7,10,2024,70,P,578,6,12,30000
483,24,3,2024,52,L,846,15,3,20000
3501,23,12,2022,21,P,256,4,14,10000
51,18,3,2023,58,P,952,9,1,20000
4184,24,4,2023,60,L,233,9,8,10000
1597,25,4,2024,46,L,27,11,2,20000
5488,16,7,2023,68,L,549,7,4,40000
5908,21,1,2022,42,L,81,16,13,30000
4472,21,1,2024,49,L,171,3,14,50000
1873,16,4,2022,43,P,685,14,5,40000
1077,12,1,2024,79,L,71,20,5,30000
777,12,2,2022,78,P,344,18,13,40000
339,4,4,2023,23,L,593,8,8,20000
2128,11,5,2024,48,P,836,16,12,50000
8553,24,8,2023,28,L,502,9,9,30000
5964,25,10,2022,31,L,420,16,6,40000
6468,5,12,2023,64,P,586,4,6,30000
925,28,6,2022,77,P,905,19,9,50000
3011,6,3,2023,44,P,723,15,8,10000
4086,30,2,2023,41,L,802,10,2,40000
7706,7,6,2023,78,L,922,10,3,40000
5857,31,11,2023,37,L,895,5,1,20000
4863,25,11,2024,50,P,256,19,9,20000
7418,17,11,2022,69,L,65,11,9,20000
9099,16,9,2024,77,P,63,3,12,40000
3075,17,8,2023,22,P,948,5,13,10000
7499,13,9,2024,63,L,283,13,5,40000
963,16,12,2023,62,L,817,9,7,50000
113,23,10,2024,24,L,697,8,8,50000
4300,27,10,2024,44,P,373,9,13,30000
1375,25,4,2022,40,L,835,17,6,20000
1167,21,10,2023,64,L,280,2,3,20000
9193,10,11,2023,32,L,405,14,5,20000
2650,8,7,2023,58,P,293,19,13,20000
2826,21,8,2024,60,P,421,3,2,40000
8835,16,11,2024,73,L,496,15,12,30000
4326,5,7,2023,76,P,897,18,4,20000
8136,2,8,2024,57,P,887,19,14,50000
946,16,5,2024,35,P,828,7,7,20000
7702,15,6,2023,56,P,180,7,3,30000
2676,29,11,2024,79,L,528,11,3,30000
9797,13,11,2023,48,P,569,16,9,30000
9250,17,12,2023,50,P,45,3,13,10000
104,16,6,2023,64,L,312,16,11,10000
8860,4,9,2022,31,L,505,7,4,20000
5643,26,5,2022,46,L,101,4,11,10000
4244,21,12,2022,52,P,990,20,2,10000
1629,28,3,2024,69,P,434,7,14,30000
3023,15,8,2022,58,L,675,9,1,30000
4614,16,6,2024,30,P,547,11,11,30000
9327,18,5,2022,29,L,983,15,5,50000
8360,4,1,2023,57,P,179,8,13,50000
8772,14,12,2023,60,L,333,9,10,40000
1976,7,3,2022,76,L,402,9,5,40000
2392,21,9,2024,54,P,682,1,5,10000
4083,25,1,2022,53,P,784,12,14,30000
8813,1,10,2022,67,L,608,18,9,30000
6735,6,6,2023,66,L,316,19,10,10000
914,2,12,2024,48,P,901,1,10,10000
1518,15,9,2022,22,L,495,14,9,10000
1204,31,7,2023,78,P,41,3,10,50000
6115,7,2,2022,77,L,357,1,10,30000
4813,22,11,2022,52,P,554,11,13,40000
4790,8,3,2022,63,P,743,2,1,10000
753,6,12,2022,59,P,20,3,12,40000
586,6,4,2022,73,P,880,15,6,20000
1506,2,11,2023,58,L,858,5,7,20000
3834,23,4,2024,47,P,856,16,9,10000
2331,21,1,2023,57,L,778,12,14,40000
8110,12,7,2022,60,L,961,16,2,50000
5328,3,8,2022,29,P,899,7,1,30000
2906,25,1,2024,76,L,803,11,8,20000
3326,14,10,2022,40,L,952,19,7,40000
7381,7,8,2024,48,P,115,6,6,20000
7784,11,11,2024,23,L,453,7,13,40000
275,29,2,2023,46,P,718,12,6,10000
8618,20,10,2024,24,L,945,9,14,20000
6106,15,4,2024,44,L,670,15,2,50000
8582,16,7,2022,78,L,727,4,4,40000
7295,8,5,2024,28,P,659,18,3,20000
6088,11,3,2023,39,L,936,16,14,20000
8212,2,5,2023,71,P,169,7,13,30000
9511,9,10,2022,67,P,236,20,4,50000
6877,27,4,2023,58,L,429,10,5,20000
8949,30,7,2022,44,P,75,3,14,30000
278,14,1,2024,69,P,746,19,12,50000
7476,26,6,2023,30,P,960,11,7,10000
4702,7,1,2022,48,L,329,17,3,10000
3725,6,7,2024,44,P,413,5,7,40000
6299,25,8,2022,37,L,916,3,13,10000
2315,11,11,2023,76,P,39,16,11,40000
2182,10,11,2022,72,L,272,16,6,20000
7542,24,9,2022,53,L,164,4,7,10000
2455,29,5,2022,77,L,192,5,5,30000
2489,1,6,2023,79,P,768,7,7,50000
8322,26,7,2022,77,L,853,11,10,50000
5327,18,2,2022,55,P,26,14,10,10000
7291,10,7,2023,77,P,734,16,6,10000
620,15,7,2023,59,L,521,12,11,50000
2395,8,6,2023,27,L,215,6,14,50000
2681,10,6,2024,69,L,228,14,10,10000
7435,10,1,2022,35,P,818,17,14,30000
5196,4,2,2022,55,P,232,6,12,20000
2636,13,6,2024,67,L,365,17,13,20000
1254,24,8,2023,68,P,81,8,13,20000
7851,1,11,2022,59,L,174,6,7,20000
4014,15,7,2023,67,L,64,20,7,30000
798,19,4,2022,40,P,284,12,4,30000
3604,30,1,2022,43,P,812,3,6,30000
3986,19,9,2023,80,P,210,13,13,40000
9279,12,10,2022,78,L,609,11,7,10000
8257,15,8,2024,33,L,348,1,12,50000
2958,19,7,2022,62,L,276,18,2,30000
9168,18,1,2024,28,P,583,20,8,40000
7360,31,2,2024,80,L,966,4,4,10000
446,15,5,2023,61,L,125,13,2,30000
3153,2,12,2023,22,P,736,7,13,10000
5658,11,3,2024,71,L,810,11,13,10000
6789,7,11,2022,51,L,433,1,1,30000
6075,5,3,2022,41,P,459,8,14,40000
4387,23,9,2022,79,P,81,5,11,20000
377,17,11,2022,36,P,512,13,11,30000
1751,15,10,2023,64,P,597,10,3,30000
756,1,10,2022,21,L,76,15,4,40000
7683,22,2,2023,75,P,357,16,8,50000
8931,12,1,2023,71,L,209,20,8,50000
3329,15,4,2023,45,P,961,16,11,20000
4394,17,10,2022,52,L,51,19,10,30000
2677,26,11,2023,28,L,939,15,1,30000
4141,15,5,2023,35,L,232,17,4,50000
4336,28,10,2022,53,P,498,16,7,20000
9135,29,2,2023,35,L,868,11,7,20000
8332,18,6,2023,42,P,873,10,6,50000
3195,14,7,2024,40,L,250,18,8,40000
3653,4,9,2023,64,L,786,18,6,10000
9737,31,9,2024,79,L,872,2,7,20000
5129,14,6,2024,44,L,753,10,8,30000
464,16,1,2022,21,P,640,14,14,40000
4553,27,2,2024,64,L,514,11,1,30000
3733,27,3,2022,78,L,789,14,3,30000
7039,18,4,2022,65,P,147,17,4,10000
1343,28,12,2024,65,P,539,11,14,20000
4935,19,7,2022,48,L,32,8,5,30000
6265,14,3,2024,50,P,492,17,5,10000
9921,21,7,2024,70,P,23,12,2,50000
5345,9,9,2023,27,L,662,14,12,20000
6764,28,1,2024,53,P,846,18,12,20000
1668,27,2,2023,80,L,413,17,12,30000
2464,15,4,2022,39,L,474,19,9,40000
9684,22,7,2023,67,P,300,6,10,50000
4310,15,5,2024,70,L,201,14,1,30000
4483,22,10,2022,36,L,976,4,1,50000
3129,19,9,2022,70,L,126,6,8,30000
6817,10,8,2023,66,L,454,16,2,40000
2795,26,2,2024,25,P,331,6,10,50000
5276,13,2,2023,26,P,221,14,12,10000
6855,3,9,2024,34,L,762,3,13,40000
6091,11,10,2024,59,P,699,14,5,40000
8995,12,4,2022,36,L,942,15,12,40000
3084,3,1,2023,68,L,550,13,3,40000
1142,1,11,2023,63,P,285,2,1,40000
9459,10,6,2024,74,P,121,6,9,10000
4930,27,4,2024,51,P,761,4,13,50000
9977,28,10,2023,52,L,935,14,1,50000
243,15,10,2024,76,L,879,7,7,30000
2316,8,6,2023,80,P,470,10,12,10000
5047,21,4,2024,48,P,199,5,4,30000
4631,26,9,2022,61,L,143,8,2,10000
3977,6,12,2022,66,L,607,4,14,10000
5021,4,3,2023,74,L,522,5,8,50000
235,10,7,2023,37,L,507,14,13,40000
9499,12,11,2022,65,L,155,12,4,30000
8759,7,8,2023,32,L,983,19,1,10000
7618,4,8,2022,22,P,228,19,8,10000
1372,21,2,2023,77,P,676,8,14,20000
2328,12,9,2024,45,P,393,3,14,40000
2705,9,6,2024,32,L,277,16,11,20000
5020,4,9,2022,33,L,283,2,12,50000
1409,19,4,2023,71,P,782,6,12,40000
4939,23,10,2023,77,P,778,8,7,20000
7737,27,12,2023,49,P,391,15,7,40000
6887,27,9,2022,70,P,785,20,8,30000
9194,6,12,2024,41,P,983,13,7,20000
4696,23,12,2024,45,L,536,11,1,50000
9764,3,1,2023,29,P,344,12,6,40000
4013,9,8,2023,56,L,310,20,4,10000
9,5,2,2022,51,P,446,18,13,10000
9560,27,4,2022,74,P,422,18,13,40000
7874,1,10,2022,24,L,66,13,1,20000
4117,5,5,2023,45,P,451,13,11,30000
1393,11,6,2023,53,L,703,11,9,50000
252,23,2,2022,72,L,791,20,2,50000
4455,22,3,2023,33,L,882,14,5,40000
3860,23,5,2022,42,P,39,6,7,30000
1935,9,1,2023,31,L,362,17,11,50000
94,3,10,2022,64,P,437,3,3,20000
2486,27,7,2022,25,P,735,10,4,10000
8613,10,2,2023,57,L,61,4,12,30000
5290,27,6,2022,26,L,274,6,9,20000
9342,8,6,2022,33,P,124,5,7,20000
3160,21,1,2024,28,P,952,18,14,20000
6966,15,6,2023,28,P,372,16,14,20000
6560,18,8,2023,33,P,432,6,3,30000
6280,12,4,2024,43,P,639,3,5,40000
2963,26,2,2023,25,P,128,2,4,40000
9327,9,11,2023,76,P,897,3,13,20000
4346,25,2,2024,36,P,329,3,13,40000
4225,3,6,2023,27,L,250,20,6,50000
8001,6,3,2022,46,L,656,18,12,50000
7814,13,8,2023,57,P,14,10,13,10000
3419,16,1,2022,32,P,570,13,11,30000
9685,13,5,2022,27,L,254,9,12,30000
3197,9,8,2022,42,P,23,7,3,50000
3109,30,1,2023,76,P,485,13,11,10000
9264,1,5,2024,72,L,541,9,12,10000
5838,14,8,2022,55,L,688,16,6,50000
6437,11,2,2023,76,L,198,15,2,50000
9146,3,7,2024,26,P,403,7,12,50000
1248,27,4,2023,79,L,602,3,9,10000
707,3,6,2022,53,P,918,7,5,50000
9485,14,2,2024,21,P,646,17,4,20000
7661,23,8,2023,36,P,325,9,13,30000
1392,12,10,2022,80,P,88,5,4,30000
5894,4,11,2022,78,L,813,5,10,20000
9550,18,2,2022,46,L,766,17,8,50000
3016,29,4,2022,35,L,102,8,7,20000
7095,4,2,2023,57,P,188,14,14,20000
2433,10,10,2024,72,P,121,14,8,30000
1670,28,12,2022,52,P,665,18,14,10000
9628,6,10,2024,78,P,634,17,6,10000
6782,27,6,2024,37,P,84,16,14,50000
5011,4,10,2023,57,L,239,5,7,50000
4825,24,4,2022,66,P,666,13,5,20000
7662,27,2,2022,61,L,623,7,13,30000
2652,31,2,2024,63,P,834,9,3,20000
8897,28,6,2024,62,P,834,5,3,40000
7712,16,5,2023,23,P,967,3,12,30000
4613,4,3,2024,36,P,334,2,12,10000
5010,23,1,2023,59,L,502,11,5,30000
3467,6,8,2023,24,L,908,7,9,50000
1102,15,5,2022,70,L,968,9,6,30000
4487,24,9,2024,64,L,63,19,13,40000
7358,31,4,2024,36,L,387,15,7,30000
3962,31,11,2024,52,L,546,6,14,20000
4737,3,6,2023,38,L,166,5,11,20000
6356,27,9,2023,29,P,612,20,2,20000
1062,28,10,2023,56,P,553,9,5,40000
9659,29,10,2024,48,L,391,13,8,40000
1018,11,7,2024,65,L,396,6,4,50000
2224,10,7,2022,80,P,97,3,13,40000
4675,22,4,2024,37,P,87,6,10,30000
6954,17,8,2023,23,P,726,4,9,30000
2141,4,8,2024,67,P,716,20,10,10000
1122,28,4,2023,37,L,513,7,5,20000
4140,10,1,2022,69,L,542,8,1,30000
8596,25,10,2022,54,L,434,11,4,50000
6366,5,11,2024,72,L,92,18,11,40000
1283,3,7,2022,27,P,748,3,8,30000
4636,5,7,2023,25,P,401,13,5,50000
534,1,4,2023,26,L,634,14,4,20000
5022,18,8,2022,57,L,771,4,11,50000
4696,29,7,2024,34,P,225,3,9,50000
5086,22,3,2022,40,L,133,10,5,30000
2665,28,10,2023,62,L,958,7,2,20000
8439,28,7,2024,73,P,651,14,5,40000
119,30,3,2023,50,P,814,20,10,10000
1187,17,4,2023,74,P,370,18,4,10000
5533,12,4,2024,31,P,624,7,4,40000
9432,16,9,2022,44,L,165,6,13,20000
7007,30,12,2022,24,L,931,19,9,40000
5494,31,11,2024,31,P,796,11,11,30000
5037,21,12,2023,48,P,78,18,8,10000
660,3,6,2024,52,L,597,17,9,40000
9389,10,8,2022,27,L,962,8,1,50000
9264,1,5,2024,64,L,744,10,4,20000
6387,4,1,2022,52,L,838,7,12,40000
5769,20,3,2023,55,P,326,11,12,30000
3806,18,6,2023,44,L,604,13,6,10000
1553,1,9,2023,76,P,735,7,2,40000
4420,3,9,2024,63,P,832,11,5,50000
3304,11,9,2023,27,L,601,17,12,50000
6638,7,10,2022,67,P,906,17,6,40000
4578,18,1,2023,79,L,203,5,9,10000
8870,10,8,2024,72,L,697,12,10,50000
632,6,2,2023,31,P,247,1,7,40000
6647,17,5,2024,48,L,23,5,8,40000
1999,30,2,2024,67,P,152,19,13,20000
1184,15,7,2024,32,P,814,10,8,40000
3601,15,4,2024,80,L,435,11,6,30000
4624,5,2,2024,37,P,24,4,6,20000
5049,15,7,2023,62,P,362,20,1,30000
1255,16,9,2023,32,L,428,5,8,50000
1841,9,1,2022,66,P,226,3,10,50000
6924,14,12,2023,69,P,70,12,1,20000
6251,4,12,2024,33,L,832,18,6,20000
7041,11,5,2022,53,P,198,15,9,40000
9802,18,5,2023,42,P,992,16,10,10000
1237,17,3,2022,68,L,116,19,7,50000
1588,5,11,2023,69,L,647,19,4,20000
5539,7,5,2023,28,P,765,6,3,20000
3370,26,4,2022,56,P,845,16,1,10000
8329,8,6,2022,31,P,769,18,13,20000
9134,16,4,2024,50,P,973,6,14,30000
8839,7,8,2023,33,L,314,14,12,50000
1542,5,3,2022,28,P,693,4,6,10000
2405,27,12,2024,67,P,897,9,2,20000
6674,13,9,2022,44,P,559,5,12,50000
7783,9,2,2023,64,P,443,3,13,20000
2947,12,6,2024,80,P,552,7,10,30000
3739,6,1,2024,28,P,437,20,10,50000
491,10,6,2023,79,P,737,4,14,40000
2734,14,4,2023,69,L,489,8,2,30000
1555,11,6,2024,69,L,446,7,2,40000
9100,29,1,2024,61,L,329,9,7,50000
4624,26,5,2023,47,P,738,10,4,20000
3274,21,3,2022,41,L,712,18,14,20000
8564,16,6,2024,58,P,952,12,13,10000
7564,20,1,2023,21,P,876,17,3,30000
2948,24,1,2022,21,L,355,15,5,20000
922,29,6,2024,70,P,527,11,9,50000
3745,3,7,2022,30,P,979,2,14,20000
3958,4,12,2024,41,P,592,15,14,10000
5354,28,8,2023,43,P,247,8,11,40000
2922,4,11,2022,36,L,974,11,3,20000
5327,8,2,2022,41,P,941,18,8,50000
388,3,8,2022,55,P,207,13,12,20000
327,2,1,2024,54,P,298,13,6,20000
9710,3,11,2022,61,P,655,6,12,20000
3665,14,1,2022,77,P,912,13,6,30000
3956,8,7,2022,66,L,950,20,5,20000
3622,14,12,2024,63,P,525,4,7,40000
2777,2,6,2024,30,L,560,17,2,40000
434,23,10,2023,77,L,740,4,9,50000
4945,1,9,2023,21,L,566,12,13,20000
5304,29,5,2024,36,L,96,17,12,50000
5085,31,1,2024,28,L,533,18,7,20000
429,28,4,2022,23,P,748,1,13,30000
2844,18,6,2023,69,P,595,18,1,10000
8268,26,4,2022,75,L,417,3,8,30000
6626,24,7,2022,68,L,74,12,13,40000
9085,16,1,2024,35,L,227,1,11,40000
68,29,5,2023,22,L,492,9,4,30000
9618,4,5,2024,37,L,584,20,10,10000
2298,14,10,2023,44,L,901,19,13,10000
7688,25,2,2023,43,L,305,16,14,50000
3340,17,7,2024,58,P,947,8,5,50000
1098,16,6,2022,67,L,701,16,14,30000
8645,10,6,2022,44,P,955,7,2,20000
5740,13,3,2023,38,L,425,11,10,30000
1581,7,4,2024,42,P,272,18,8,50000
8076,23,4,2023,27,L,398,16,11,50000
3059,11,4,2022,78,L,143,19,4,50000
2073,29,6,2024,26,L,843,18,9,20000
7229,17,6,2024,34,P,807,1,3,30000
3415,30,10,2023,72,P,895,2,7,10000
4216,27,9,2024,22,L,112,11,2,30000
6246,5,9,2023,31,P,934,9,9,20000
2578,11,4,2022,71,P,963,1,2,40000
2746,24,10,2023,28,L,500,12,11,40000
9603,5,1,2023,50,P,41,6,1,10000
4165,26,2,2022,31,P,692,19,6,20000
4425,3,7,2023,37,P,264,17,2,50000
4092,20,8,2022,28,P,565,19,6,10000
5003,17,10,2022,26,P,314,14,14,30000
6360,23,3,2023,77,P,620,8,1,30000
3834,20,4,2024,22,L,412,14,11,20000
4063,5,5,2024,80,P,995,6,5,20000
9733,18,3,2022,77,P,443,6,10,10000
8499,18,2,2023,33,L,503,19,2,40000
6247,30,7,2023,62,P,374,14,11,30000
3768,21,12,2024,78,P,522,1,13,10000
4081,30,10,2022,41,L,436,9,11,40000
6361,28,6,2024,31,P,698,12,9,20000
5847,17,8,2022,32,L,146,14,3,10000
9736,19,12,2024,70,L,776,20,7,40000
3766,23,10,2024,52,L,333,20,1,20000
5025,4,1,2023,71,P,414,20,7,40000
5223,23,1,2022,35,P,74,13,2,10000
7882,8,4,2022,28,P,439,5,4,40000
